passid	gene.symbol	gene.feature	celltype.class	localisation.class	upstream.length	smodel.26Feb2017.half.life[hours]	smodel.26Feb2017.r.square	smodel.12Jun2017.half.life[hours]	smodel.12Jun2017.r.square
fwdgroup00014410	Tmem181	3pUTR_extended	shared	not-localised	3198	0.000000	-1.000000	13.378811	0.709841
revgroup00014416	Dynlt1	3pUTR	others	not-localised	136	5.279923	0.811452	5.142220	0.772866
revgroup00014447	Ezr	3pUTR_extended	glia-enriched	neuropil	1012	15.776816	0.357080	11.952444	0.609493
revgroup00014448	Ezr	3pUTR_extended	glia-enriched	neuropil	714	7.685719	0.773152	7.108976	0.464034
revgroup00014595	Tagap	3pUTR	tissue	not-localised	717	0.000000	-1.000000	5.333457	0.688864
fwdgroup00014612	Fndc1	intron	glia-enriched	cell-culture	1002	0.000000	-1.000000	12.695126	0.594842
fwdgroup00014622	Fndc1	CDS_extended	glia-enriched	cell-culture	623	0.000000	-1.000000	21.410049	0.343548
revgroup00014710	Pacrg	3pUTR_extended	others	not-localised	320	24.000000	0.735334	9.765286	0.748625
fwdgroup00015171	Park2	3pUTR_extended	neuron-enriched	not-localised	1916	8.285911	0.790563	9.854165	0.697678
fwdgroup00015280	Agpat4	3pUTR	neuron-enriched	not-localised	509	8.992028	0.916968	8.775024	0.907790
fwdgroup00015294	Agpat4	3pUTR_extended	neuron-enriched	somata	1851	12.940651	0.685447	13.160315	0.741599
fwdgroup00015300	Agpat4	3pUTR_extended	neuron-enriched	not-localised	2703	5.168761	0.733776	8.767068	0.571603
fwdgroup00015304	Agpat4	3pUTR_extended	neuron-enriched	not-localised	4047	0.000000	-1.000000	20.256681	0.487607
revgroup00015204	Map3k4	3pUTR	glia-enriched	not-localised	487	2.021833	0.980825	2.310652	0.981371
revgroup00015345	Igf2r	3pUTR	glia-enriched	not-localised	1258	10.630031	0.985475	13.617436	0.978225
revgroup00015352	Igf2r	3pUTR	glia-enriched	not-localised	230	1.921540	0.871422	4.550331	0.810160
revgroup00015509	Mas1	3pUTR_extended	neuron-enriched	not-localised	2986	0.000000	-1.000000	5.324007	0.618171
revgroup00015511	Mas1	3pUTR_extended	tissue	not-localised	2672	0.000000	-1.000000	5.369996	0.859511
revgroup00015517	Mas1	3pUTR	neuron-enriched	somata	508	6.853092	0.825127	7.774163	0.745648
revgroup00015552	Pnldc1	3pUTR	glia-enriched	cell-culture	238	0.000000	-1.000000	1.705532	0.321003
revgroup00015565	Mrpl18	3pUTR_extended	glia-enriched	not-localised	311	9.963517	0.931903	11.671198	0.912059
fwdgroup00015782	Tcp1	3pUTR	glia-enriched	not-localised	82	15.518263	0.705534	15.216733	0.643392
fwdgroup00015784	Tcp1	3pUTR_extended	glia-enriched	not-localised	503	14.470935	0.959668	14.447516	0.696045
revgroup00015609	Acat2	3pUTR_extended	tissue	not-localised	18256	0.000000	-1.000000	4.325981	0.706124
revgroup00015612	Acat2	3pUTR_extended	neuron-enriched	not-localised	5610	24.000000	0.765391	4.305417	0.727921
revgroup00015633	Acat2	intron	neuron-enriched	cell-culture	221	0.000000	-1.000000	38.439948	0.161910
revgroup00015667	Wtap	3pUTR_extended	shared	not-localised	776	1.644450	0.968300	2.307129	0.890793
revgroup00015695	Wtap	intron	shared	not-localised	2328	0.000000	-1.000000	10.227590	0.710741
revgroup00015701	Wtap	intron	shared	not-localised	1025	0.000000	-1.000000	5.015677	0.901848
fwdgroup00015951	Sod2	3pUTR	neuron-enriched	not-localised	180	24.000000	0.822604	36.076383	0.594587
fwdgroup00015952	Sod2	3pUTR	neuron-enriched	not-localised	412	24.000000	0.000913	43.330674	0.076267
fwdgroup00015954	Sod2	3pUTR	neuron-enriched	not-localised	1205	24.000000	0.922517	1.968944	0.875379
fwdgroup00015955	Sod2	3pUTR_extended	neuron-enriched	not-localised	1976	24.000000	0.616469	0.174797	0.455363
fwdgroup00015956	Sod2	3pUTR_extended	neuron-enriched	not-localised	3315	51.670505	0.388598	51.798629	0.398470
fwdgroup00015968	Sod2	3pUTR_extended	neuron-enriched	not-localised	6021	-8.461360	0.258476	1.708396	0.035419
revgroup00015793	Cahm	CDS_extended	others	not-localised	1	0.000000	-1.000000	1.083410	0.146251
revgroup00015795	Cahm	CDS	others	not-localised	681	0.000000	-1.000000	15.618004	0.924555
revgroup00016189	Pde10a	3pUTR_extended	neuron-enriched	not-localised	5136	9.873697	0.923782	10.189795	0.907408
revgroup00016237	Pde10a	3pUTR	neuron-enriched	not-localised	736	24.000000	0.363533	5.231689	0.485511
revgroup00016310	Pde10a	intron	neuron-enriched	cell-culture	17753	0.000000	-1.000000	22.510138	0.335763
revgroup00016591	Prr18	3pUTR_extended	neuron-enriched	not-localised	2210	1.320799	0.927894	1.329632	0.729060
revgroup00016595	Prr18	3pUTR_extended	tissue	not-localised	1430	2.605044	0.755763	8.901602	0.684407
revgroup00016622	Sft2d1	3pUTR	others	not-localised	426	24.000000	0.812862	3.506588	0.850632
revgroup00016645	Mpc1	3pUTR	neuron-enriched	not-localised	493	24.000000	0.607008	15.847391	0.628752
revgroup00016646	Mpc1	3pUTR	neuron-enriched	somata	333	24.000000	0.748888	4.723463	0.738265
revgroup00016694	Fgfr1op	3pUTR_extended	others	not-localised	1899	-7.760563	0.008884	0.000001	0.000032
revgroup00016700	Fgfr1op	3pUTR_extended	others	not-localised	1128	24.000000	0.083949	1.530160	0.225021
fwdgroup00016825	Rnaset2	3pUTR	glia-enriched	neuropil	92	19.503255	0.818194	15.530286	0.757021
fwdgroup00016826	Rnaset2	3pUTR_extended	glia-enriched	not-localised	343	0.000000	-1.000000	20.096088	0.808449
fwdgroup00016898	Rps6ka2	intron	tissue	not-localised	12612	0.000000	-1.000000	4.056466	0.636312
fwdgroup00016980	Rps6ka2	3pUTR	glia-enriched	not-localised	2967	11.652942	0.753349	11.765290	0.623258
revgroup00016912	Afdn	3pUTR	neuron-enriched	not-localised	1819	3.670388	0.920153	4.345649	0.927100
revgroup00016954	Afdn	intron	neuron-enriched	not-localised	2189	0.000000	-1.000000	2.856593	0.750960
revgroup00017054	Afdn	CDS	neuron-enriched	not-localised	60	0.000000	-1.000000	3.106469	0.030937
revgroup00017057	Afdn	CDS	neuron-enriched	not-localised	112	0.000000	-1.000000	29.457140	0.545447
revgroup00017060	Afdn	intron	neuron-enriched	cell-culture	230	0.000000	-1.000000	8.146143	0.861450
revgroup00017288	Dact2	3pUTR	neuron-enriched	not-localised	396	2.740331	0.994096	3.010600	0.965170
revgroup00017356	Thbs2	3pUTR	glia-enriched	cell-culture	1981	0.000000	-1.000000	20.969779	0.483045
revgroup00017359	Thbs2	3pUTR	glia-enriched	cell-culture	403	0.000000	-1.000000	3.316747	0.607255
fwdgroup00017579	LOC100125364	3pUTR	neuron-enriched	not-localised	143	6.562441	0.964693	8.326007	0.916052
fwdgroup00017582	LOC100125364	3pUTR	neuron-enriched	not-localised	837	10.357767	0.753811	10.427066	0.794373
revgroup00017454	Phf10	3pUTR	glia-enriched	not-localised	92	9.563699	0.883431	11.329681	0.858179
fwdgroup00017583	LOC100125364	3pUTR	neuron-enriched	not-localised	1771	11.654589	0.893216	12.318370	0.883759
revgroup00017463	Phf10	CDS	tissue	not-localised	119	0.000000	-1.000000	15.320084	0.443353
revgroup00017473	Phf10	intron	glia-enriched	not-localised	2778	0.000000	-1.000000	32.792035	0.564544
revgroup00017659	Psmb1	3pUTR_extended	neuron-enriched	not-localised	304	15.135667	0.936210	14.754086	0.877397
revgroup00017661	Psmb1	intron	neuron-enriched	not-localised	1	0.000000	-1.000000	4.601765	0.847534
fwdgroup00017857	Tbp	3pUTR	others	not-localised	634	2.050045	0.946358	2.310593	0.927253
revgroup00017714	Pdcd2	3pUTR_extended	tissue	not-localised	3135	0.000000	-1.000000	19.122532	0.656631
revgroup00017726	Pdcd2	3pUTR	neuron-enriched	not-localised	40	24.000000	0.827143	3.389583	0.768852
revgroup00017727	Pdcd2	CDS	neuron-enriched	not-localised	50	0.000000	-1.000000	9.147460	0.228818
revgroup00017728	Pdcd2	intron	neuron-enriched	not-localised	153	0.000000	-1.000000	7.447674	0.607913
fwdgroup00017919	Tbp	3pUTR_extended	tissue	not-localised	12033	0.000000	-1.000000	5.628006	0.813721
revgroup00017764	Prdm9	intron	tissue	not-localised	755	0.000000	-1.000000	17.429141	0.868304
fwdgroup00018083	Chd1	3pUTR	glia-enriched	not-localised	735	0.000000	-1.000000	3.129519	0.914601
fwdgroup00018086	Chd1	3pUTR	glia-enriched	not-localised	1181	1.004632	0.867599	0.972813	0.913954
fwdgroup00018095	Chd1	3pUTR_extended	glia-enriched	not-localised	2267	1.053335	0.942203	1.049372	0.800580
fwdgroup00018348	Riok2	3pUTR	glia-enriched	not-localised	123	2.050721	0.917679	2.610835	0.912898
fwdgroup00018354	Riok2	3pUTR_extended	glia-enriched	not-localised	1238	5.578279	0.665099	6.914259	0.715720
fwdgroup00018422	Lix1	intron	neuron-enriched	not-localised	1278	0.000000	-1.000000	18.560346	0.528863
fwdgroup00018450	Lix1	3pUTR_extended	neuron-enriched	neuropil	244	20.018686	0.832966	17.598052	0.843495
fwdgroup00018458	Lix1	3pUTR_extended	neuron-enriched	neuropil	1828	21.875176	0.670805	17.092197	0.525468
revgroup00018255	Lnpep	intron	glia-enriched	not-localised	9502	0.000000	-1.000000	17.341821	0.905574
fwdgroup00018592	LOC688452	3pUTR	glia-enriched	not-localised	50	24.000000	0.051322	0.145060	0.147122
fwdgroup00018608	LOC688452	3pUTR_extended	tissue	not-localised	3137	0.000000	-1.000000	6.011238	0.807101
fwdgroup00018610	LOC688452	3pUTR_extended	glia-enriched	not-localised	3656	24.000000	0.129821	6.027379	0.291075
fwdgroup00018627	LOC688452	3pUTR_extended	glia-enriched	not-localised	10858	0.000000	-1.000000	15.811683	0.016904
fwdgroup00018732	Ppp2r1a	3pUTR	neuron-enriched	not-localised	437	24.000000	0.553549	72.837382	0.289348
fwdgroup00018920	Zfp53	intron	tissue	not-localised	18	0.000000	-1.000000	2.895984	0.629045
fwdgroup00018926	Zfp53	3pUTR_extended	tissue	not-localised	211	-1.308537	0.541199	1.558516	0.761614
fwdgroup00018964	Zfp52	3pUTR	glia-enriched	not-localised	152	1.561664	0.676717	10.359414	0.581837
revgroup00018633	Cnot3	3pUTR_extended	tissue	not-localised	1542	0.000000	-1.000000	3.351642	0.904945
revgroup00018637	Cnot3	3pUTR_extended	neuron-enriched	not-localised	876	0.000000	-1.000000	17.569631	0.508522
fwdgroup00019102	Leng1	3pUTR	neuron-enriched	not-localised	65	2.817342	0.965716	2.878507	0.945263
revgroup00018640	Cnot3	3pUTR	neuron-enriched	not-localised	273	3.346253	0.989964	3.420923	0.983681
fwdgroup00019112	Leng1	3pUTR_extended	neuron-enriched	not-localised	1027	1.973186	0.959871	2.474057	0.963255
revgroup00018643	Cnot3	intron	neuron-enriched	not-localised	588	0.000000	-1.000000	30.078007	0.463017
fwdgroup00019127	Leng1	3pUTR_extended	tissue	not-localised	3405	0.000000	-1.000000	11.396335	0.824811
revgroup00018686	Prpf31	3pUTR_extended	shared	cell-culture	4021	0.000000	-1.000000	0.338013	0.408228
revgroup00018707	Prpf31	3pUTR	shared	not-localised	329	0.000000	-1.000000	0.572581	0.398074
fwdgroup00019195	Tfpt	CDS	neuron-enriched	not-localised	207	0.000000	-1.000000	5.710932	0.938289
fwdgroup00019196	Tfpt	CDS_extended	neuron-enriched	not-localised	33	0.000000	-1.000000	7.492040	0.761110
revgroup00018880	Cacng6	CDS_extended	others	cell-culture	721	0.000000	-1.000000	5.293020	0.471245
revgroup00018887	Cacng6	intron	tissue	not-localised	3817	0.000000	-1.000000	11.330626	0.639656
revgroup00018905	Cacng8	CDS_extended	neuron-enriched	somata	7078	0.000000	-1.000000	43.621554	0.164476
revgroup00018949	Cacng8	CDS_extended	neuron-enriched	somata	695	0.000000	-1.000000	13.480555	0.556924
revgroup00018950	Cacng8	CDS_extended	neuron-enriched	not-localised	418	0.000000	-1.000000	16.350129	0.602453
revgroup00018961	Cacng8	intron	neuron-enriched	not-localised	856	0.000000	-1.000000	3.776590	0.576197
revgroup00019005	Cacng8	intron	neuron-enriched	not-localised	447	0.000000	-1.000000	16.957839	0.780184
revgroup00019054	Cacng7	CDS_extended	neuron-enriched	neuropil	1295	0.000000	-1.000000	0.000000	0.335860
revgroup00019060	Cacng7	CDS_extended	neuron-enriched	not-localised	534	0.000000	-1.000000	0.374813	0.320025
revgroup00019064	Cacng7	intron	neuron-enriched	neuropil	22182	0.000000	-1.000000	2.529376	0.103009
revgroup00019137	Prkcg	3pUTR_extended	neuron-enriched	somata	803	26.048476	0.638977	23.406062	0.543131
revgroup00019224	Myadm	3pUTR	others	somata	1706	8.879970	0.964423	9.088757	0.810874
fwdgroup00019817	Zfp51	3pUTR	tissue	not-localised	137	0.000000	-1.000000	3.007384	0.952138
revgroup00020138	Zfp40	3pUTR	neuron-enriched	not-localised	688	1.748125	0.955131	1.460816	0.854909
revgroup00020180	Zfp40	intron	tissue	not-localised	8625	0.000000	-1.000000	2.786374	0.300067
revgroup00020204	Zfp40	intron	neuron-enriched	not-localised	1094	0.000000	-1.000000	1.535536	0.902567
fwdgroup00020446	Mzf1	3pUTR	neuron-enriched	not-localised	117	24.000000	0.553024	2.610082	0.577561
fwdgroup00020449	Mzf1	3pUTR	neuron-enriched	not-localised	539	0.000000	-1.000000	5.154122	0.695978
fwdgroup00020450	Mzf1	3pUTR_extended	neuron-enriched	not-localised	939	8.457156	0.597192	11.117091	0.678506
fwdgroup00020469	Ube2m	3pUTR	neuron-enriched	neuropil	370	21.930529	0.868017	21.851783	0.623787
fwdgroup00020480	Chmp2a	CDS	neuron-enriched	not-localised	128	0.000000	-1.000000	9.851670	0.735727
fwdgroup00020481	Chmp2a	CDS	neuron-enriched	not-localised	62	0.000000	-1.000000	6.268612	0.932264
fwdgroup00020482	Chmp2a	3pUTR	neuron-enriched	not-localised	71	14.971053	0.875891	14.801245	0.848633
revgroup00020398	Trim28	3pUTR	neuron-enriched	not-localised	170	6.864359	0.986973	7.246043	0.950340
fwdgroup00020533	Chmp2a	3pUTR_extended	neuron-enriched	not-localised	9236	4.249546	0.844822	6.419016	0.875063
fwdgroup00020584	Zbtb45	3pUTR_extended	others	not-localised	440	3.656430	0.984029	4.771874	0.973173
fwdgroup00020601	Zbtb45	3pUTR_extended	others	cell-culture	3767	0.000000	-1.000000	4.733872	0.719942
fwdgroup00020624	Slc27a5	intron	neuron-enriched	not-localised	1445	0.000000	-1.000000	4.513498	0.756347
revgroup00020627	Rps5	3pUTR	shared	not-localised	45	18.669254	0.880959	17.898447	0.906245
revgroup00020628	Rps5	CDS	shared	not-localised	59	0.000000	-1.000000	3.046537	0.783635
revgroup00020754	Zfp110	3pUTR	glia-enriched	not-localised	318	2.335460	0.991792	2.659217	0.984120
fwdgroup00020886	Zfp329	3pUTR	others	not-localised	4246	1.488834	0.903539	1.868559	0.929066
revgroup00021125	Sbk1	3pUTR_extended	neuron-enriched	neuropil	2388	24.000000	0.718736	3.350680	0.666710
revgroup00021126	Sbk1	3pUTR	neuron-enriched	not-localised	2270	7.027118	0.923179	7.938499	0.885846
fwdgroup00021339	Zfp418	3pUTR_extended	glia-enriched	cell-culture	1618	0.000000	-1.000000	10.920510	0.789575
fwdgroup00021340	Zfp418	3pUTR_extended	glia-enriched	not-localised	2163	1.308302	0.931524	1.833426	0.966563
revgroup00021253	Zfp978	3pUTR	tissue	not-localised	331	0.000000	-1.000000	2.982164	0.914972
revgroup00021323	Aurkc	3pUTR	others	not-localised	124	7.849386	0.980623	10.015990	0.980235
revgroup00021377	Usp29	3pUTR_extended	neuron-enriched	not-localised	3405	25.538428	0.406359	26.691067	0.302138
revgroup00021400	Usp29	3pUTR	neuron-enriched	not-localised	808	3.990402	0.892232	5.142960	0.851614
revgroup00021462	Usp29	intron	neuron-enriched	not-localised	4985	0.000000	-1.000000	17.994596	0.386186
fwdgroup00021714	Peg3	3pUTR	neuron-enriched	not-localised	2959	0.000000	-1.000000	0.264295	0.244401
fwdgroup00021716	Peg3	3pUTR	neuron-enriched	not-localised	3588	24.550077	0.512660	24.753424	0.333588
revgroup00021700	Smim17	3pUTR_extended	neuron-enriched	not-localised	2622	77.703248	0.085658	83.132199	0.049585
fwdgroup00021937	Zfp583	3pUTR	others	not-localised	645	0.000000	-1.000000	1.996786	0.936099
revgroup00021937	Zfp667	3pUTR	neuron-enriched	somata	1437	1.526137	0.972939	1.854903	0.962096
revgroup00021950	Zfp667	3pUTR	tissue	not-localised	123	0.000000	-1.000000	8.050601	0.781131
revgroup00022016	Zfp444	3pUTR_extended	others	not-localised	3369	6.766322	0.913633	8.280671	0.921405
revgroup00022034	Zfp444	3pUTR_extended	others	not-localised	1361	0.000000	-1.000000	18.863373	0.652615
revgroup00022039	Zfp444	3pUTR	others	not-localised	439	4.033631	0.938007	4.977684	0.928823
fwdgroup00022125	Zfp787	intron	glia-enriched	not-localised	689	0.000000	-1.000000	0.000000	0.291018
fwdgroup00022137	Zfp787	3pUTR	glia-enriched	not-localised	639	1.396238	0.965052	1.275452	0.963805
fwdgroup00022325	Ttyh1	3pUTR_extended	others	neuropil	2088	24.000000	0.454922	15.077721	0.455571
revgroup00022314	Cdc42ep5	3pUTR_extended	shared	not-localised	16667	4.166623	0.366715	7.529233	0.439239
revgroup00022315	Cdc42ep5	3pUTR_extended	shared	not-localised	15530	2.382788	0.346082	2.224427	0.440919
revgroup00022364	Cdc42ep5	3pUTR_extended	tissue	not-localised	4130	0.000000	-1.000000	2.770427	0.653180
revgroup00022368	Cdc42ep5	3pUTR_extended	shared	not-localised	3464	2.170027	0.981440	2.626773	0.968858
fwdgroup00022397	Leng8	3pUTR	glia-enriched	not-localised	2329	16.727499	0.168460	3.791612	0.363565
revgroup00022384	Cdc42ep5	3pUTR_extended	shared	not-localised	133	3.612014	0.853080	7.792474	0.834025
fwdgroup00022417	Leng8	3pUTR_extended	tissue	not-localised	6239	0.000000	-1.000000	8.014779	0.532022
revgroup00022484	Rdh13	3pUTR_extended	others	not-localised	2026	6.673577	0.848055	7.592324	0.893334
revgroup00022486	Rdh13	3pUTR_extended	others	cell-culture	1490	0.000000	-1.000000	3.231144	0.797091
revgroup00022539	Ppp1r12c	3pUTR	others	not-localised	554	5.410963	0.922616	6.150877	0.919783
revgroup00022614	Tnnt1	3pUTR	glia-enriched	not-localised	95	21.139294	0.023107	18.500800	0.542606
revgroup00022628	Tnni3	3pUTR	glia-enriched	cell-culture	63	0.000000	-1.000000	34.477202	0.505096
revgroup00022630	Dnaaf3	3pUTR_extended	glia-enriched	cell-culture	333	0.000000	-1.000000	5.866804	0.856144
revgroup00022643	Syt5	3pUTR_extended	neuron-enriched	somata	341	24.000000	0.619542	0.008953	0.263935
revgroup00022697	Ppp6r1	3pUTR	others	neuropil	511	14.142495	0.978771	14.199131	0.943058
revgroup00022763	Hspbp1	3pUTR	neuron-enriched	not-localised	242	24.000000	0.796553	6.625823	0.736965
revgroup00022837	Tmem150b	3pUTR	others	not-localised	524	-10.151670	0.025319	35.946798	0.120291
fwdgroup00022875	Brsk1	3pUTR_extended	neuron-enriched	neuropil	502	24.000000	0.576984	5.375383	0.537802
revgroup00022838	Tmem150b	3pUTR	others	not-localised	460	-9.045790	0.141878	3.277713	0.015523
fwdgroup00022917	Kmt5c	3pUTR	glia-enriched	not-localised	643	8.733110	0.842033	11.218748	0.826730
revgroup00022890	Cox6b2	3pUTR	glia-enriched	not-localised	124	13.762750	0.690140	14.538138	0.720838
revgroup00022898	Il11	3pUTR	others	not-localised	959	0.000000	-1.000000	12.940257	0.646435
fwdgroup00022974	Rpl28	intron	neuron-enriched	not-localised	1	0.000000	-1.000000	7.688593	0.245523
fwdgroup00022978	Rpl28	CDS	neuron-enriched	neuropil	63	0.000000	-1.000000	18.702330	0.844595
fwdgroup00022983	Rpl28	3pUTR	neuron-enriched	not-localised	1106	24.000000	0.606017	0.418787	0.683246
fwdgroup00022989	Rpl28	3pUTR_extended	neuron-enriched	not-localised	2723	34.491779	0.532439	31.290380	0.431102
revgroup00022968	Ube2s	3pUTR_extended	neuron-enriched	not-localised	11415	10.337446	0.785276	10.739770	0.734798
revgroup00022987	Ube2s	3pUTR	neuron-enriched	not-localised	143	16.330150	0.845742	16.344023	0.724979
revgroup00022988	Ube2s	3pUTR	neuron-enriched	not-localised	32	26.383378	0.060964	23.049990	0.122059
revgroup00023007	Shisa7	3pUTR	neuron-enriched	somata	4164	8.458889	0.851577	8.887324	0.577274
revgroup00023019	Shisa7	3pUTR	neuron-enriched	not-localised	2118	8.066344	0.402138	10.813793	0.557624
revgroup00023022	Shisa7	3pUTR	neuron-enriched	not-localised	1147	12.622658	0.500031	3.865636	0.269614
revgroup00023036	Shisa7	intron	neuron-enriched	not-localised	1120	0.000000	-1.000000	1.738859	0.013663
revgroup00023075	Isoc2b	3pUTR	glia-enriched	not-localised	310	20.124555	0.548279	22.552875	0.585132
fwdgroup00023264	Nat14	3pUTR_extended	neuron-enriched	somata	534	6.067380	0.823045	6.829738	0.848999
fwdgroup00023278	Ssc5d	intron	glia-enriched	cell-culture	1570	0.000000	-1.000000	0.868978	0.239368
fwdgroup00023298	Ssc5d	3pUTR_extended	glia-enriched	not-localised	68	16.202607	0.882954	17.237196	0.514477
revgroup00023215	Zfp579	3pUTR	others	not-localised	368	1.513854	0.994849	1.346674	0.985772
revgroup00023232	Fiz1	3pUTR	neuron-enriched	not-localised	988	2.007539	0.987856	1.957816	0.988138
fwdgroup00023385	Zfp524	3pUTR	neuron-enriched	not-localised	65	2.982519	0.899943	3.825492	0.855137
fwdgroup00023428	Zfp524	3pUTR_extended	neuron-enriched	not-localised	13653	1.318344	0.989482	0.899973	0.998327
fwdgroup00023430	Zfp524	3pUTR_extended	neuron-enriched	not-localised	14208	2.998993	0.898531	3.496643	0.925127
revgroup00023311	Zfp865	3pUTR	others	not-localised	929	1.348518	0.986449	1.540910	0.990255
